PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
32208009,10.2214/AJR.19.22254,Lee DK,2020,Three-Dimensional Convolutional Neural Network for Prostate MRI Segmentation and Comparison of Prostate Volume Measurements by Use of Artificial Neural Network and Ellipsoid Formula.,AJR. American journal of roentgenology,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Three-Dimensional Convolutional Neural Network for Prostate MRI Segmentation and Comparison of Prostate Volume Measurements by Use of Artificial Neural Network and Ellipsoid Formula.'.
32248259,10.1007/s00261-020-02504-8,Chatterjee A,2020,New prostate MRI techniques and sequences.,Abdominal radiology (New York),Journal Article; Review,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Prostate Imaging area described in 'New prostate MRI techniques and sequences.'.
32457827,10.3389/fonc.2020.00551,Lu H,2020,Repeatability of Quantitative Imaging Features in Prostate Magnetic Resonance Imaging.,Frontiers in oncology,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Repeatability of Quantitative Imaging Features in Prostate Magnetic Resonance Imaging.'.
32989773,10.1002/mp.14498,Singhrao K,2020,A generative adversarial network-based (GAN-based) architecture for automatic fiducial marker detection in prostate MRI-only radiotherapy simulation images.,Medical physics,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'A generative adversarial network-based (GAN-based) architecture for automatic fiducial marker detection in prostate MRI-only radiotherapy simulation images.'.
33012016,10.1002/mp.14517,Chen Y,2020,Automatic intraprostatic lesion segmentation in multiparametric magnetic resonance images with proposed multiple branch UNet.,Medical physics,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Automatic intraprostatic lesion segmentation in multiparametric magnetic resonance images with proposed multiple branch UNet.'.
33052737,10.2214/AJR.19.22347,Sanford TH,2020,Data Augmentation and Transfer Learning to Improve Generalizability of an Automated Prostate Segmentation Model.,AJR. American journal of roentgenology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Data Augmentation and Transfer Learning to Improve Generalizability of an Automated Prostate Segmentation Model.'.
31834623,10.1002/mp.13964,Chen CM,2020,A computer-aided diagnosis system for differentiation and delineation of malignant regions on whole-slide prostate histopathology image using spatial statistics and multidimensional DenseNet.,Medical physics,Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'A computer-aided diagnosis system for differentiation and delineation of malignant regions on whole-slide prostate histopathology image using spatial statistics and multidimensional DenseNet.'.
31926805,10.1016/S1470-2045(19)30739-9,Bulten W,2020,Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.,The Lancet. Oncology,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.'.
32221622,10.1007/s00066-020-01607-x,Zavala-Romero O,2020,Segmentation of prostate and prostate zones using deep learning : A multi-MRI vendor analysis.,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify deep learning applied to the in-scope task described in 'Segmentation of prostate and prostate zones using deep learning : A multi-MRI vendor analysis.'.
32653747,10.1016/j.cmpb.2020.105637,Silva-Rodriguez J,2020,Going deeper through the Gleason scoring scale: An automatic end-to-end system for histology prostate grading and cribriform pattern detection.,Computer methods and programs in biomedicine,Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and computer vision applied to the in-scope task described in 'Going deeper through the Gleason scoring scale: An automatic end-to-end system for histology prostate grading and cribriform pattern detection.'.
32747906,10.47162/RJME.61.1.17,Serbanescu MS,2020,Automated Gleason grading of prostate cancer using transfer learning from general-purpose deep-learning networks.,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Automated Gleason grading of prostate cancer using transfer learning from general-purpose deep-learning networks.'.
32756597,10.1371/journal.pone.0236553,Rho MJ,2020,Dr. Answer AI for prostate cancer: Clinical outcome prediction model and service.,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Dr. Answer AI for prostate cancer: Clinical outcome prediction model and service.'.
32926991,10.1016/j.mri.2020.09.011,Akamine Y,2020,Application of hierarchical clustering to multi-parametric MR in prostate: Differentiation of tumor and normal tissue with high accuracy.,Magnetic resonance imaging,Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Application of hierarchical clustering to multi-parametric MR in prostate: Differentiation of tumor and normal tissue with high accuracy.'.
33066841,10.1016/j.acthis.2020.151619,Dzaparidze G,2020,Pathadin - The essential set of tools to start with whole slide analysis.,Acta histochemica,Journal Article,Prostate Pathology,INCLUDE,,Prostate Pathology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Pathadin - The essential set of tools to start with whole slide analysis.'.
32252440,10.3390/cancers12040866,Lee HW,2020,Integrative Radiogenomics Approach for Risk Assessment of Post-Operative Metastasis in Pathological T1 Renal Cell Carcinoma: A Pilot Retrospective Cohort Study.,Cancers,Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify radiomics or pathomics applied to the in-scope task described in 'Integrative Radiogenomics Approach for Risk Assessment of Post-Operative Metastasis in Pathological T1 Renal Cell Carcinoma: A Pilot Retrospective Cohort Study.'.
32253464,10.1007/s00261-020-02495-6,Yasar S,2020,"Using texture analysis as a predictive factor of subtype, grade and stage of renal cell carcinoma.",Abdominal radiology (New York),Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify radiomics or pathomics applied to the in-scope task described in 'Using texture analysis as a predictive factor of subtype, grade and stage of renal cell carcinoma.'."
33585225,10.3389/fonc.2020.605769,Zhao J,2020,Liq_ccRCC: Identification of Clear Cell Renal Cell Carcinoma Based on the Integration of Clinical Liquid Indices.,Frontiers in oncology,Journal Article,Renal/Kidney,INCLUDE,,Renal/Kidney,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify machine learning applied to the in-scope task described in 'Liq_ccRCC: Identification of Clear Cell Renal Cell Carcinoma Based on the Integration of Clinical Liquid Indices.'.
37637444,10.1097/AS9.0000000000000011,Pugh CM,2020,How Wearable Technology Can Facilitate AI Analysis of Surgical Videos.,"Annals of surgery open : perspectives of surgical history, education, and clinical approaches",Journal Article,Surgical AI,EXCLUDE,E01_NON_UROLOGICAL,Surgical AI,EXCLUDE,NOT_CONTEXT_ONLY,AI02_DIGITAL_SENSOR_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The abstract's substantive task in 'How Wearable Technology Can Facilitate AI Analysis of Surgical Videos' is general or multi-specialty and does not report a separable urological, andrological, or male-reproductive AI result."
33091959,10.1002/ijc.33355,Gu W,2021,Identification of a methylation panel aid in risk stratification in node-positive penile squamous cell carcinoma.,International journal of cancer,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Identification of a methylation panel aid in risk stratification in node-positive penile squamous cell carcinoma' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
33147345,10.1093/humrep/deaa251,Robertson I,2021,Streamlining follicular monitoring during controlled ovarian stimulation: a data-driven approach to efficient IVF care in the new era of social distancing.,"Human reproduction (Oxford, England)","Journal Article; Research Support, Non-U.S. Gov't",Andrology,EXCLUDE,E02_EMBRYOLOGY_ONLY,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,SCP04_OTHER_ORGAN_WITHOUT_UROLOGY;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT_OR_METADATA_PLUS_DUAL_HUMAN_REVIEW,ML models optimize follicular monitoring and ovarian-stimulation management in women; this is a female ART task without substantive male-factor relevance.
33246195,10.1016/j.compbiomed.2020.104121,Abbasi A,2021,Effect of deep transfer and multi-task learning on sperm abnormality detection.,Computers in biology and medicine,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify deep learning applied to the in-scope task described in 'Effect of deep transfer and multi-task learning on sperm abnormality detection.'.
33461755,10.1016/j.fertnstert.2020.10.038,Gunderson SJ,2021,Machine-learning algorithm incorporating capacitated sperm intracellular pH predicts conventional in vitro fertilization success in normospermic patients.,Fertility and sterility,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Machine-learning algorithm incorporating capacitated sperm intracellular pH predicts conventional in vitro fertilization success in normospermic patients.'.
33719832,10.1080/19396368.2020.1822953,Giscard d'Estaing S,2021,A machine learning system with reinforcement capacity for predicting the fate of an ART embryo.,Systems biology in reproductive medicine,Journal Article; Validation Study,Andrology,EXCLUDE,E02_EMBRYOLOGY_ONLY,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,SCP02_EMBRYO_ART_WITHOUT_MALE_REPRO,ABSTRACT_OR_METADATA_PLUS_DUAL_HUMAN_REVIEW,The ML score predicts blastocyst formation and delivery from embryo morphokinetics; no substantive male-factor or sperm-specific task is reported.
33998173,10.1111/andr.13041,Pecoraro M,2021,The future direction of imaging in prostate cancer: MRI with or without contrast injection.,Andrology,Journal Article; Review,Andrology,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Andrology,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The abstract's main focus in 'The future direction of imaging in prostate cancer: MRI with or without contrast injection' is not an AI/ML evaluation; AI is absent or limited to an incidental, emerging, or future possibility rather than a substantive method or application."
34316227,10.4103/jhrs.jhrs_26_21,Shemshaki G,2021,"Assessment and Establishment of Correlation between Reactive Oxidation Species, Citric Acid, and Fructose Level in Infertile Male Individuals: A Machine-Learning Approach.",Journal of human reproductive sciences,Journal Article,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,"The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Assessment and Establishment of Correlation between Reactive Oxidation Species, Citric Acid, and Fructose Level in Infertile Male Individuals: A Machine-Learning Approach.'."
34364259,10.1016/j.compbiomed.2021.104687,Marin R,2021,Impact of transfer learning for human sperm segmentation using deep learning.,Computers in biology and medicine,"Journal Article; Research Support, Non-U.S. Gov't",Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning and computer vision applied to the in-scope task described in 'Impact of transfer learning for human sperm segmentation using deep learning.'.
34430409,10.21037/tau-21-276,Finelli R,2021,The validity and reliability of computer-aided semen analyzers in performing semen analysis: a systematic review.,Translational andrology and urology,Journal Article; Review,Andrology,INCLUDE,,Andrology,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Andrology area described in 'The validity and reliability of computer-aided semen analyzers in performing semen analysis: a systematic review.'.
