"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"41079095","10.3389/fonc.2025.1653506","Yu ZJ","2025","Ensemble machine learning models for predicting bone metastasis in bladder cancer.","Frontiers in oncology","Front Oncol","Journal Article","Bladder Cancer","No",""
"41436663","10.1007/s00345-025-06144-9","Yuan S","2025","Diagnostic performance of artificial intelligence in detecting bladder carcinoma.","World journal of urology","World J Urol","Journal Article","Bladder Cancer","No",""
"41438758","10.3389/fimmu.2025.1708324","Zhang J","2025","SWI/SNF complex alterations predict immunotherapy response in bladder cancer.","Frontiers in immunology","Front Immunol","Journal Article","Bladder Cancer","No",""
"40994220","10.1002/mc.70042","Zhang L","2025","RNA m(5)C Modifications in the Development and Prognosis of Muscle-Invasive Bladder Cancer.","Molecular carcinogenesis","Mol Carcinog","Journal Article","Bladder Cancer","No",""
"40819151","10.1038/s41698-025-01083-5","Zhang M","2025","An interpretable CT-based deep learning model for predicting overall survival in patients with bladder cancer: a multicenter study.","NPJ precision oncology","NPJ Precis Oncol","Journal Article","Bladder Cancer","No",""
"40000794","10.1038/s41598-025-91075-z","Zhao Q","2025","Predicting 90-day risk of urinary tract infections following urostomy in bladder cancer patients using machine learning and explainability.","Scientific reports","Sci Rep","Journal Article","Bladder Cancer","No",""
"39690281","10.1007/s00261-024-04748-0","Zhao T","2025","A multimodal deep-learning model based on multichannel CT radiomics for predicting pathological grade of bladder cancer.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article; Review","Bladder Cancer","No",""
"41423684","10.1186/s12894-025-02025-w","Zhao Y","2025","Beyond diagnosis: exploring the extended clinical utility of urine fluorescence in situ hybridization in upper tract urothelial carcinoma.","BMC urology","BMC Urol","Journal Article","Bladder Cancer","No",""
"39792275","10.1007/s00345-025-05440-8","Zheng Q","2025","Deep learning-based lymph node metastasis status predicts prognosis from muscle-invasive bladder cancer histopathology.","World journal of urology","World J Urol","Journal Article","Bladder Cancer","No",""
"40437334","10.1245/s10434-025-17538-9","Zheng Q","2025","ASO Author Reflections: Artificial Intelligence in Bladder Cancer-Transforming Diagnosis and Treatment Paradigms.","Annals of surgical oncology","Ann Surg Oncol","Journal Article","Bladder Cancer","No",""
"39979837","10.1186/s12885-025-13688-x","Zheng Z","2025","Pathology-based deep learning features for predicting basal and luminal subtypes in bladder cancer.","BMC cancer","BMC Cancer","Journal Article","Bladder Cancer","No",""
"41455036","10.1007/s12672-025-04275-4","Zhong MY","2025","Explainable machine learning predicts overall survival in female bladder cancer patients after radical cystectomy.","Discover oncology","Discov Oncol","Journal Article","Bladder Cancer","No",""
"41233664","10.1007/s10585-025-10383-w","Zou XC","2025","A radiomics-driven machine learning model for predicting bladder cancer prognosis identifies genes associated with radiomic features.","Clinical & experimental metastasis","Clin Exp Metastasis","Journal Article","Bladder Cancer","No",""
"39501515","10.1515/bmt-2024-0333","Zou Y","2025","Prediction of muscular-invasive bladder cancer using multi-view fusion self-distillation model based on 3D T2-Weighted images.","Biomedizinische Technik. Biomedical engineering","Biomed Tech (Berl)","Journal Article","Bladder Cancer","No",""
"40121550","10.1093/sxmrev/qeaf009","Abou Chawareb E","2025","Sexual health in the era of artificial intelligence: a scoping review of the literature.","Sexual medicine reviews","Sex Med Rev","Journal Article; Scoping Review","Broad Reviews","No",""
"40689969","10.1007/s00120-025-02637-y","Adler SO","2025","[Digital health: a green future for healthcare?].","Urologie (Heidelberg, Germany)","Urologie","English Abstract; Journal Article; Review","Broad Reviews","No",""
"41157181","10.3390/life15101508","Al Barajraji M","2025","Beyond PSA: The Future of Prostate Cancer Diagnosis Using Artificial Intelligence, Novel Biomarkers, and Advanced Imagery.","Life (Basel, Switzerland)","Life (Basel)","Journal Article; Review","Broad Reviews","No",""
"41514540","10.3390/cancers18010028","Al-Khanaty A","2025","Using Artificial Intelligence as a Risk Prediction Model in Patients with Equivocal Multiparametric Prostate MRI Findings.","Cancers","Cancers (Basel)","Journal Article; Review","Broad Reviews","No",""
"41111365","10.56434/j.arch.esp.urol.20257808.126","Alshammari D","2025","Recent Advances in Paediatric Vesicoureteral Reflux: Risk Assessment and Management Strategies.","Archivos espanoles de urologia","Arch Esp Urol","Journal Article; Review","Broad Reviews","No",""
"40776861","10.56434/j.arch.esp.urol.20257806.86","Altunhan A","2025","Artificial Intelligence and Human Factors in Urology.","Archivos espanoles de urologia","Arch Esp Urol","Journal Article; Review","Broad Reviews","No",""
"41589160","10.7759/cureus.100134","Anber A","2025","Artificial Intelligence in Renal Transplantation Over the Past Decade: A Narrative Review of Clinical Applications, Current Limitations, and Future Directions.","Cureus","Cureus","Journal Article; Review","Broad Reviews","No",""
"40456969","10.1038/s41391-025-00990-9","Au RC","2025","Artificial intelligence may enhance the role of magnetic resonance imaging in prostate cancer focal therapy.","Prostate cancer and prostatic diseases","Prostate Cancer Prostatic Dis","Journal Article; Review","Broad Reviews","No",""
"40383692","10.1016/j.jpurol.2025.05.004","Babu R","2025","Objective assessment of penile curvature in hypospadias: A narrative review.","Journal of pediatric urology","J Pediatr Urol","Journal Article; Systematic Review","Broad Reviews","No",""
"40382217","10.1016/j.euf.2025.04.031","Bogaert W","2025","Bridging Vision and Text: Applications and Challenges of Vision-Language Models in Urological Surgery.","European urology focus","Eur Urol Focus","Journal Article; Review","Broad Reviews","No",""
"41440193","10.3390/curroncol32120665","Buck L","2025","The Emerging Role of Multimodal Artificial Intelligence in Urological Surgery.","Current oncology (Toronto, Ont.)","Curr Oncol","Journal Article; Review","Broad Reviews","No",""
"40002567","10.3390/diagnostics15040416","Bulai CA","2025","The Impact of Transurethral Enucleation Therapeutic Approach in All-Size Benign Prostatic Obstruction Pathology: From Contemporary Technological Advances to Evidence-Based Clinical Progresses.","Diagnostics (Basel, Switzerland)","Diagnostics (Basel)","Journal Article; Review","Broad Reviews","No",""
"40071089","10.3389/fonc.2025.1511880","Chai K","2025","Evolving paradigms in prostate cancer screening: a decade of bibliometric insights and technological advancements.","Frontiers in oncology","Front Oncol","Journal Article; Systematic Review","Broad Reviews","No",""
"39505676","10.1016/j.jasc.2024.09.001","Chukwudebe O","2025","A review of the performance of urinary cytology with a focus on atypia, upper tract and updates on novel ancillary testing.","Journal of the American Society of Cytopathology","J Am Soc Cytopathol","Journal Article; Review","Broad Reviews","No",""
"40860646","10.2147/RRU.S526184","Cicchetti R","2025","The Use of Artificial Intelligence in Urologic Oncology: Current Insights and Challenges.","Research and reports in urology","Res Rep Urol","Journal Article; Review","Broad Reviews","No",""
"40579440","10.1038/s41443-025-01112-8","Clark H","2025","Utilization of artificial intelligence in Men's Health: Opportunities for innovation and quality improvement.","International journal of impotence research","Int J Impot Res","Journal Article; Review","Broad Reviews","No",""
"40475298","10.1177/20552076251348834","Dai F","2025","Global trends in the use of artificial intelligence for urological tumor histopathology: A 20-year bibliometric analysis.","Digital health","Digit Health","Journal Article; Review","Broad Reviews","No",""
"41403092","10.1080/0886022X.2025.2598080","Ding R","2025","AI-based pathomics in kidney diseases: progress and application.","Renal failure","Ren Fail","Journal Article; Review","Broad Reviews","No",""
"40217721","10.3390/jcm14072272","Doykov M","2025","Artificial Intelligence-Augmented Advancements in the Diagnostic Challenges Within Renal Cell Carcinoma.","Journal of clinical medicine","J Clin Med","Journal Article; Review","Broad Reviews","No",""
"41050390","10.1080/20905998.2024.2443334","Eskandar K","2025","Artificial intelligence in urology: Revolutionizing diagnostics and treatment planning.","Arab journal of urology","Arab J Urol","Journal Article; Review","Broad Reviews","No",""
"40467750","10.1038/s41598-025-04893-6","Fan B","2025","Development of a machine learning-based model to predict urethral recurrence following radical cystectomy: a multicentre retrospective study and updated meta-analysis.","Scientific reports","Sci Rep","Journal Article; Meta-Analysis; Multicenter Study","Broad Reviews","No",""
"39963119","10.3389/fdgth.2025.1482712","Fattah FH","2025","Comparative analysis of ChatGPT and Gemini (Bard) in medical inquiry: a scoping review.","Frontiers in digital health","Front Digit Health","Journal Article; Systematic Review","Broad Reviews","No",""
"40396272","10.1111/bju.16757","Felemban S","2025","Current application of blockchain technology in healthcare and its potential roles in Urology.","BJU international","BJU Int","Journal Article; Systematic Review","Broad Reviews","No",""
"40761430","10.1177/17562872251352553","Ferro M","2025","Artificial intelligence and radiomics applications in adrenal lesions: a systematic review.","Therapeutic advances in urology","Ther Adv Urol","Journal Article; Review","Broad Reviews","No",""
"39450700","10.1002/nau.25606","Finazzi Agro E","2025","How Can We Show That Artificial Intelligence May Improve Our Assessment and Management of Lower Urinary Tract Dysfunctions?-ICI-RS 2024.","Neurourology and urodynamics","Neurourol Urodyn","Journal Article; Review","Broad Reviews","No",""
"41328689","10.1002/nau.70198","Finazzi Agro E","2025","How Could the Proposed International Continence Society (ICS) Global Urodynamics Data Repository (GUDRep) Demonstrate the Clinical Role and Cost Effectiveness of Urodynamics in Individual Patients? ICI-RS 2025.","Neurourology and urodynamics","Neurourol Urodyn","Journal Article; Review","Broad Reviews","No",""
"41239278","10.1186/s12882-025-04576-4","Firuzpour F","2025","Artificial intelligence-driven kidney organ allocation: systematic review of clinical outcome prediction, ethical frameworks, and decision-making algorithms.","BMC nephrology","BMC Nephrol","Journal Article; Systematic Review","Broad Reviews","No",""
"40183181","10.23736/S2724-6051.25.06195-6","Gallo ML","2025","Current applications and future perspectives of artificial intelligence in functional urology and neurourology: how far can we get?","Minerva urology and nephrology","Minerva Urol Nephrol","Journal Article; Review","Broad Reviews","No",""
"40026054","10.1097/MOU.0000000000001272","Ganjavi C","2025","Generative artificial intelligence in oncology.","Current opinion in urology","Curr Opin Urol","Journal Article; Review","Broad Reviews","No",""
"40050880","10.1186/s12894-025-01722-w","Garbas K","2025","Beyond urodynamics: non-invasive approaches to diagnosing detrusor underactivity in men with lower urinary tract symptoms - a systematic review.","BMC urology","BMC Urol","Journal Article; Systematic Review","Broad Reviews","No",""
"40843405","10.4103/ua.ua_88_25","Gradwell LEF","2025","Predictive tools and scoring systems for surgical intervention in antenatal hydronephrosis and pelviureteric junction obstruction: An ATLAS based on comprehensive review of literature.","Urology annals","Urol Ann","Journal Article; Review","Broad Reviews","No",""
"41229580","10.4103/ua.ua_31_25","Gradwell LEF","2025","Atlas of predictive tools and scoring systems for outcomes in patients with posterior urethral valves: A comprehensive review of the literature.","Urology annals","Urol Ann","Journal Article; Review","Broad Reviews","No",""
"41114342","10.3389/fonc.2025.1675459","Gu S","2025","Algorithms on the rise: a machine learning-driven survey of prostate cancer literature.","Frontiers in oncology","Front Oncol","Journal Article; Systematic Review","Broad Reviews","No",""
