PMID,DOI,First_Author,Year,Title,Journal,Journal_Abbrev,Publication_Type,Original_Domain_Group,Domain_Searches,AI_Decision,Analytic_Set_Decision,Initial_Human_Audit_Decision,Abstract_Availability,Abstract_Informed_Decision,Decision_Reconciliation,Final_Domain_Group,Abstract_Informed_Rationale
39166972,10.1148/ryai.230521,Li H,2024,Deep Learning-based Unsupervised Domain Adaptation via a Unified Model for Prostate Lesion Detection Using Multisite Biparametric MRI Datasets.,Radiology. Artificial intelligence,Radiol Artif Intell,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
38900978,10.1200/CCI.23.00184,Shao Y,2024,Prostate Cancer Risk Stratification by Digital Histopathology and Deep Learning.,JCO clinical cancer informatics,JCO Clin Cancer Inform,"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
37796326,10.1007/s00261-023-04050-5,Sun Y,2024,Machine learning based on radiomics features combing B-mode transrectal ultrasound and contrast-enhanced ultrasound to improve peripheral zone prostate cancer detection.,Abdominal radiology (New York),Abdom Radiol (NY),"Journal Article; Research Support, Non-U.S. Gov't",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
40314071,10.1097/MOU.0000000000001294,Gnanapragasam VJ,2025,Optimizing clinical risk stratification of localized prostate cancer.,Current opinion in urology,Curr Opin Urol,Journal Article; Review,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Prostate Pathology,"Abstract reviews localized prostate-cancer risk stratification and discusses radiomics, genomic classifiers, and AI tools."
39907585,10.1148/ryai.240167,Gundogdu B,2025,Physics-Informed Autoencoder for Prostate Tissue Microstructure Profiling with Hybrid Multidimensional MRI.,Radiology. Artificial intelligence,Radiol Artif Intell,"Journal Article; Research Support, N.I.H., Extramural",Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Imaging,Abstract and metadata support the original human Include decision.
39913023,10.1007/s10278-025-01429-2,Kabir S,2025,Automating Prostate Cancer Grading: A Novel Deep Learning Framework for Automatic Prostate Cancer Grade Assessment using Classification and Segmentation.,Journal of imaging informatics in medicine,J Imaging Inform Med,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
41436315,10.1016/j.eururo.2025.12.007,Morgan TM,2025,Development and Validation of a Multimodal Artificial Intelligence-derived Digital Pathology-based Biomarker Predicting Metastasis Among Patients with Biochemical Recurrence After Radical Prostatectomy in NRG/RTOG Trials.,European urology,Eur Urol,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
40763009,,Sebestova G,2025,"Utilization of Artificial Intelligence Algorithms for the Diagnosis of Breast, Lung, and Prostate Cancer.",Ceskoslovenska patologie,Cesk Patol,Journal Article; Review,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
39752015,10.1007/s11255-024-04342-9,Stojadinovic M,2025,Predicting intermediate-risk prostate cancer using machine learning.,International urology and nephrology,Int Urol Nephrol,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
41081157,10.21037/qims-2025-439,Xie Z,2025,Multiscale Fourier transform multiple instance learning for the Gleason grading of prostate cancer from whole-slide images.,Quantitative imaging in medicine and surgery,Quant Imaging Med Surg,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
40841351,10.1080/07853890.2025.2547094,Yu P,2025,Deep learning model for predicting extraprostatic extension of prostate cancer based on H&E-stained biopsy digital images.,Annals of medicine,Ann Med,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Prostate Pathology,Abstract and metadata support the original human Include decision.
41619297,10.1002/mp.70314,Hoffman N,2026,Machine learning model for fast prediction and uncertainty quantification of needle deflection during prostate biopsy.,Medical physics,Med Phys,Journal Article,Prostate Pathology,prostate_pathology,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Surgical AI,Abstract and metadata support the original human Include decision.
31664486,10.1007/s00261-019-02269-9,Li Y,2020,Value of radiomics in differential diagnosis of chromophobe renal cell carcinoma and renal oncocytoma.,Abdominal radiology (New York),Abdom Radiol (NY),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
32957650,10.3390/cancers12092654,Wuestemann J,2020,Analysis of Bone Scans in Various Tumor Entities Using a Deep-Learning-Based Artificial Neural Network Algorithm-Evaluation of Diagnostic Performance.,Cancers,Cancers (Basel),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Renal/Kidney,Abstract evaluates a deep-learning bone-scan index in tumor entities including prostate cancer and renal cell carcinoma.
31937619,10.1158/1078-0432.CCR-19-0374,Xi IL,2020,Deep Learning to Distinguish Benign from Malignant Renal Lesions Based on Routine MR Imaging.,Clinical cancer research : an official journal of the American Association for Cancer Research,Clin Cancer Res,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33585225,10.3389/fonc.2020.605769,Zhao J,2020,Liq_ccRCC: Identification of Clear Cell Renal Cell Carcinoma Based on the Integration of Clinical Liquid Indices.,Frontiers in oncology,Front Oncol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33573278,10.3390/diagnostics11020206,Giulietti M,2021,The Role of Artificial Intelligence in the Diagnosis and Prognosis of Renal Cell Tumors.,"Diagnostics (Basel, Switzerland)",Diagnostics (Basel),Journal Article; Review,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33855609,10.1007/s00261-021-03083-y,Gurbani S,2021,Evaluation of radiomics and machine learning in identification of aggressive tumor features in renal cell carcinoma (RCC).,Abdominal radiology (New York),Abdom Radiol (NY),"Journal Article; Research Support, Non-U.S. Gov't",Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
32632555,10.1007/s00345-020-03334-5,Khene ZE,2021,Radiomics can predict tumour response in patients treated with Nivolumab for a metastatic renal cell carcinoma: an artificial intelligence concept.,World journal of urology,World J Urol,Letter,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,NO_SUBSTANTIVE_ABSTRACT,CONFIRM_INCLUDE,AGREE,Renal/Kidney,No substantive PubMed abstract was available; retained because title and metadata clearly describe an in-scope AI/urology record.
34382117,10.1007/s10278-021-00500-y,Khodabakhshi Z,2021,Overall Survival Prediction in Renal Cell Carcinoma Patients Using Computed Tomography Radiomic and Clinical Information.,Journal of digital imaging,J Digit Imaging,"Journal Article; Research Support, Non-U.S. Gov't",Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33791209,10.3389/fonc.2021.621278,Marquardt A,2021,Subgroup-Independent Mapping of Renal Cell Carcinoma-Machine Learning Reveals Prognostic Mitochondrial Gene Signature Beyond Histopathologic Boundaries.,Frontiers in oncology,Front Oncol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
34347707,10.1097/RCT.0000000000001211,Wen R,2021,CT Radiomics for the Prediction of Synchronous Distant Metastasis in Clear Cell Renal Cell Carcinoma.,Journal of computer assisted tomography,J Comput Assist Tomogr,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33795526,10.18632/aging.202752,Zeng H,2021,Integrative radiogenomics analysis for predicting molecular features and survival in clear cell renal cell carcinoma.,Aging,Aging (Albany NY),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
35155180,10.3389/fonc.2021.742547,Zhang H,2021,Development and Validation of a CT-Based Radiomics Nomogram for Predicting Postoperative Progression-Free Survival in Stage I-III Renal Cell Carcinoma.,Frontiers in oncology,Front Oncol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
33439312,10.1007/s00330-020-07590-2,Zhao Y,2021,Validation of CT radiomics for prediction of distant metastasis after surgical resection in patients with clear cell renal cell carcinoma: exploring the underlying signaling pathways.,European radiology,Eur Radiol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
35216964,10.1016/j.acuroe.2022.02.001,Gunduz N,2022,Radiomics improves the utility of ADC for differentiation between renal oncocytoma and chromophobe renal cell carcinoma: Preliminary findings.,Actas urologicas espanolas,Actas Urol Esp (Engl Ed),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
37091743,10.3390/app12199824,Ibrahim A,2022,The Impact of Image Acquisition Parameters and ComBat Harmonization on the Predictive Performance of Radiomics: A Renal Cell Carcinoma Model.,"Applied sciences (Basel, Switzerland)",Appl Sci (Basel),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
35766531,10.2214/AJR.22.27695,Liu X,2022,Radiomics in Abdominopelvic Solid-Organ Oncologic Imaging: Current Status.,AJR. American journal of roentgenology,AJR Am J Roentgenol,Journal Article; Review,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Renal/Kidney,"Abstract reviews radiomics in abdominopelvic cancers, explicitly including renal cell carcinoma and prostate cancer."
38031792,10.2174/0115734056268527231117074443,Liang M,2023,External Validation of Ultrasound Radiomics for Small (</= 4 cm) Renal Mass Differentiation: A Comparison with Radiologists.,Current medical imaging,Curr Med Imaging,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
37080171,10.1159/000530719,Liu DH,2023,Radiogenomic Associations Clear Cell Renal Cell Carcinoma: An Exploratory Study.,Oncology,Oncology,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
37389608,10.1007/s00330-023-09869-6,Nie P,2023,A CT-based deep learning radiomics nomogram outperforms the existing prognostic models for outcome prediction in clear cell renal cell carcinoma: a multicenter study.,European radiology,Eur Radiol,Journal Article; Multicenter Study,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
37948361,10.1097/RCT.0000000000001453,Sim KC,2023,Machine Learning-Based Magnetic Resonance Radiomics Analysis for Predicting Low- and High-Grade Clear Cell Renal Cell Carcinoma.,Journal of computer assisted tomography,J Comput Assist Tomogr,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
38666933,10.3390/cimb46040203,Greco F,2024,Radiogenomics and Texture Analysis to Detect von Hippel-Lindau (VHL) Mutation in Clear Cell Renal Cell Carcinoma.,Current issues in molecular biology,Curr Issues Mol Biol,Journal Article; Review,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
39705434,10.1097/MD.0000000000040723,Lu Z,2024,Survival analysis of clear cell renal cell carcinoma based on radiomics and deep learning features from CT images.,Medicine,Medicine (Baltimore),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
39285496,10.1186/s40644-024-00768-7,Wu J,2024,Radiomics predicts the prognosis of patients with clear cell renal cell carcinoma by reflecting the tumor heterogeneity and microenvironment.,Cancer imaging : the official publication of the International Cancer Imaging Society,Cancer Imaging,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
40800103,10.21037/tau-2025-222,Huang T,2025,A computed tomography-based deep learning model for non-invasively predicting World Health Organization (WHO)/International Society of Urological Pathology (ISUP) pathological grades of clear cell renal cell carcinoma (ccRCC): a multicenter cohort study.,Translational andrology and urology,Transl Androl Urol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
40024922,10.1007/s00261-025-04857-4,Liu X,2025,Computed tomography-based delta-radiomics analysis for preoperative prediction of ISUP pathological nuclear grading in clear cell renal cell carcinoma.,Abdominal radiology (New York),Abdom Radiol (NY),"Journal Article; Research Support, Non-U.S. Gov't",Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
40133088,10.1016/j.acra.2025.03.002,Mei H,2025,Foundation Model and Radiomics-Based Quantitative Characterization of Perirenal Fat in Renal Cell Carcinoma Surgery.,Academic radiology,Acad Radiol,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
41018917,10.1002/bco2.70080,Muhlbauer J,2025,AI-driven preoperative risk assessment in kidney cancer surgery: A comparative feasibility study of machine learning models.,BJUI compass,BJUI Compass,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
40802824,10.1371/journal.pdig.0000970,Rich J,2025,Image Imputation with conditional generative adversarial networks captures clinically relevant imaging features on computed tomography.,PLOS digital health,PLOS Digit Health,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,UNCERTAIN,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_UNCERTAIN_AS_INCLUDE,Renal/Kidney,Abstract evaluates cGAN image imputation for kidney-cancer CT and preservation of clinically relevant features.
41465898,10.1097/MD.0000000000046862,Wu Y,2025,A multiomics analysis-assisted machine learning model identifies renal hamartoma without visible fat and homogeneous clear cell renal cell carcinoma: A retrospective cohort study.,Medicine,Medicine (Baltimore),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
41586593,10.1097/JS9.0000000000004782,Chen SH,2026,Computed tomography radiomics-derived nomogram for prediciting early renal function decline after partial nephrectomy in renal cell carcinoma: a multicenter development/validation study.,"International journal of surgery (London, England)",Int J Surg,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
41656681,10.1097/RCT.0000000000001848,Guo J,2026,Deep Learning Identification of Clear Cell Renal Cell Carcinoma on MR Imaging.,Journal of computer assisted tomography,J Comput Assist Tomogr,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
41697559,10.1186/s13244-026-02226-3,Huang JL,2026,CT-based subregional and peritumoral radiomics for predicting pathological T stage of clear cell renal cell carcinoma: an exploratory study of biological mechanisms.,Insights into imaging,Insights Imaging,Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
41653298,10.1007/s00261-026-05386-4,Xu A,2026,Noninvasive renal mass diagnostic models based on radiomic features and clinical data: a multi-center study.,Abdominal radiology (New York),Abdom Radiol (NY),Journal Article,Renal/Kidney,renal_kidney,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Renal/Kidney,Abstract and metadata support the original human Include decision.
32480069,10.1016/j.jss.2020.04.027,Miller BL,2020,Evidence That Female Urologists and Urology Trainees Tend to Underrate Surgical Skills on Self-Assessment.,The Journal of surgical research,J Surg Res,"Journal Article; Research Support, Non-U.S. Gov't",Surgical AI,surgical_video,INCLUDE,EXCLUDE,EXCLUDE,AVAILABLE,EXCLUDE,AGREE,Surgical AI,"Abstract uses computer-vision motion tracking for surgical-skill assessment, but no AI/ML model is described."
38390732,10.1097/SLA.0000000000006245,De Backer P,2024,"Privacy-proof Live Surgery Streaming: Development and Validation of a Low-cost, Real-time Robotic Surgery Anonymization Algorithm.",Annals of surgery,Ann Surg,Journal Article; Validation Study,Surgical AI,surgical_video,INCLUDE,EXCLUDE,EXCLUDE,AVAILABLE,EXCLUDE,AGREE,Surgical AI,Abstract describes a procedure-independent robotic-surgery anonymization model without urology-specific clinical context.
38265365,10.1097/JU.0000000000003845,Khanna A,2024,Automated Identification of Key Steps in Robotic-Assisted Radical Prostatectomy Using Artificial Intelligence.,The Journal of urology,J Urol,Journal Article,Surgical AI,surgical_video,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Surgical AI,Abstract and metadata support the original human Include decision.
40681897,10.1007/s11701-025-02556-2,Olsen RG,2025,Development of an artificial intelligence algorithm for automated surgical gestures annotation.,Journal of robotic surgery,J Robot Surg,Journal Article,Surgical AI,surgical_video,INCLUDE,INCLUDE,EXCLUDE,AVAILABLE,CONFIRM_INCLUDE,ABSTRACT_REVIEW_RECLASSIFIED_EXCLUDE_AS_INCLUDE,Surgical AI,Abstract develops a neural-network gesture-annotation model using simulated robot-assisted radical prostatectomy videos.
41803398,10.1007/s11701-026-03290-z,Shafiei SB,2026,Multimodal deep learning for objective skill assessment in robot-assisted vesico-urethral anastomosis.,Journal of robotic surgery,J Robot Surg,Journal Article,Surgical AI,surgical_video,INCLUDE,INCLUDE,CONFIRM_INCLUDE,AVAILABLE,CONFIRM_INCLUDE,AGREE,Surgical AI,Abstract and metadata support the original human Include decision.
